Date,Sales,Rank,Price
1/13/19,204,172,76.16
1/18/19,228,146,72.61
1/24/19,264,109,69.01
1/29/19,286,95,69.06
2/3/19,223,152,69.11
2/8/19,239,135,69.16
2/13/19,243,131,69.21
2/18/19,645,30,69.26
2/23/19,573,36,69.31
2/28/19,609,33,69.36
3/6/19,597,34,69.42
3/11/19,549,38,69.47
3/16/19,537,39,69.52
3/21/19,537,39,69.57
3/26/19,561,37,69.62
3/31/19,549,38,69.67
4/5/19,585,35,69.72
4/10/19,609,33,69.77
4/16/19,561,37,69.83
4/21/19,465,45,69.88
4/26/19,585,35,69.93
5/1/19,525,40,69.98
5/6/19,389,56,70.03
5/11/19,402,51,70.08
5/16/19,525,40,70.13
5/21/19,561,37,70.18
5/27/19,501,42,70.24
6/1/19,561,37,70.29
6/6/19,477,44,70.34
6/11/19,501,42,70.39
6/16/19,513,41,70.44
6/21/19,501,42,70.49
6/26/19,561,37,70.54
7/2/19,549,38,70.6
7/7/19,513,41,70.65
7/12/19,501,42,70.7
7/17/19,325,80,70.75
7/22/19,429,48,70.8
7/27/19,441,47,70.85
8/1/19,525,40,70.9
8/6/19,513,41,70.95
8/12/19,465,45,76.05
8/17/19,465,45,72.38
8/22/19,489,43,73.27
8/27/19,561,37,72.42
9/1/19,465,45,71.57
9/6/19,537,39,71.06
9/11/19,513,41,71.21
9/16/19,489,43,71.36
9/22/19,378,60,71.54
9/27/19,525,40,71.6
10/2/19,465,45,71.6
10/7/19,397,53,71.6
10/12/19,383,58,71.6
10/17/19,417,49,71.6
10/22/19,489,43,71.6
10/27/19,453,46,73.46
11/2/19,465,45,77.18
11/7/19,477,44,80.28
11/12/19,465,45,83.38
11/17/19,386,57,86.48
11/22/19,368,64,71.6
11/27/19,333,77,71.6
12/2/19,273,100,71.6
12/8/19,346,72,71.6
12/13/19,352,70,71.6
12/18/19,352,70,71.6
12/23/19,376,61,71.6
12/28/19,370,63,71.6
1/2/20,391,55,71.6
1/7/20,501,42,71.6
1/12/20,429,48,71.6
1/18/20,405,50,71.6
1/23/20,417,49,71.6
1/28/20,417,49,71.6
2/2/20,394,54,71.6
2/7/20,397,53,71.6
2/12/20,405,50,71.6
2/17/20,417,49,71.6
2/22/20,307,87,71.6
2/28/20,513,41,71.6
3/4/20,573,36,71.6
3/9/20,391,55,71.6
3/14/20,299,90,71.6
3/19/20,249,125,71.6
3/24/20,215,160,71.29
3/29/20,234,140,71.8
4/3/20,262,111,72.05
4/9/20,296,91,72.35
4/14/20,266,107,72.6
4/19/20,268,105,72.85
4/24/20,362,66,73.1
4/29/20,328,79,73.35
5/4/20,299,90,73.6
5/9/20,231,143,73.85
5/15/20,218,157,74.15
5/20/20,346,72,74.4
5/25/20,573,36,74.65
5/30/20,429,48,74.32
6/4/20,573,36,73.29
6/9/20,573,36,76.34
6/14/20,489,43,84.24
6/19/20,205,170,71.6
6/25/20,154,268,93.38
6/30/20,283,96,74.99
7/5/20,349,71,74.99
7/10/20,373,62,77.76
7/15/20,262,111,90.01
7/20/20,120,368,92.65
7/25/20,104,451,94.01
7/30/20,386,57,67.5
8/5/20,525,40,72.71
8/10/20,561,37,78.76
8/15/20,657,29,84.81
8/20/20,204,171,92.93
8/25/20,118,376,91.07
8/30/20,83,643,93.23
9/4/20,75,708,94.99
9/10/20,288,94,75.7
9/15/20,349,71,70.2
9/20/20,718,24,66.88
9/25/20,694,26,64.99
9/30/20,754,21,66.46
10/5/20,790,18,68.91
10/10/20,754,21,71.36
10/15/20,349,71,65.14
10/21/20,814,16,59.3
10/26/20,814,16,58.15
10/31/20,814,16,57
11/5/20,862,12,55.85
11/10/20,838,14,54.7
11/15/20,826,15,53.99
11/20/20,838,14,53.99
11/25/20,778,19,53.99
12/1/20,597,34,56.94
12/6/20,742,22,58.22
12/11/20,754,21,59.02
12/16/20,790,18,59.82
12/21/20,814,16,58.79
12/26/20,790,18,53.99
12/31/20,838,14,53.99
1/5/21,862,12,53.85
1/11/21,862,12,53.01
1/16/21,874,11,52.31
1/21/21,874,11,51.61
1/26/21,874,11,50.91
1/31/21,874,11,50.21
2/5/21,838,14,49.51
2/10/21,850,13,48.81
2/16/21,874,11,47.97
2/21/21,874,11,49.09
2/26/21,1064,7,59.59
3/3/21,1005,8,70.09
3/8/21,1064,7,80.59
3/13/21,946,9,91.09
3/18/21,336,76,62.32
3/23/21,826,15,51.47
3/29/21,670,28,50.69
4/3/21,609,33,50.04
4/8/21,874,11,49.39
4/13/21,1005,8,48.74
4/18/21,850,13,48.09
4/23/21,850,13,47.44
4/28/21,1183,5,52.43
5/3/21,874,11,66.03
5/9/21,850,13,82.35
5/14/21,1064,7,96.07
5/19/21,312,85,95.3
5/24/21,160,251,83.43
5/29/21,718,24,61.07
6/3/21,826,15,62.42
6/8/21,802,17,63.77
6/13/21,850,13,65.12
6/19/21,862,12,66.98
6/24/21,280,97,66.53
6/29/21,670,28,66.08
7/4/21,718,24,65.5
7/9/21,694,26,64.9
7/14/21,730,23,64.3
7/19/21,670,28,63.7
7/25/21,814,16,62.98
7/30/21,742,22,62.38
8/4/21,742,22,61.78
8/9/21,826,15,61.18
8/14/21,778,19,60.99
8/19/21,742,22,60.49
8/24/21,778,19,59.99
8/29/21,838,14,59.49
9/4/21,802,17,58.89
9/9/21,802,17,58.39
9/14/21,826,15,57.89
9/19/21,826,15,57.39
9/24/21,850,13,57.98
9/29/21,862,12,60.48
10/4/21,790,18,62.98
10/9/21,730,23,61.26
10/15/21,862,12,67.68
10/20/21,850,13,71.7
10/25/21,621,32,69.85
10/30/21,525,40,67.99
11/4/21,525,40,66.24
11/9/21,465,45,64.49
11/14/21,453,46,62.74
11/19/21,573,36,60.31
11/25/21,386,57,57.07
11/30/21,272,101,54.35
12/5/21,513,41,54.1
12/10/21,525,40,53.85
12/15/21,609,33,53.6
12/20/21,609,33,53.35
12/25/21,657,29,52.96
12/31/21,766,20,52.78
1/5/22,838,14,52.63
1/10/22,850,13,52.48
1/15/22,838,14,52.33
1/20/22,730,23,52.18
1/25/22,718,24,52.03
1/30/22,802,17,51.88
2/4/22,802,17,51.73
2/10/22,682,27,51.55
2/15/22,790,18,51.4
2/20/22,730,23,51.25
2/25/22,778,19,51.1
3/2/22,814,16,50.95
3/7/22,814,16,50.8
3/12/22,790,18,50.65
3/17/22,790,18,46.67
3/23/22,778,19,46.34
3/28/22,778,19,47.76
4/2/22,862,12,49.06
4/7/22,850,13,50.36
4/12/22,754,21,51.66
4/17/22,730,23,52.96
4/22/22,862,12,54.26
4/28/22,730,23,54.18
5/3/22,718,24,58
5/8/22,585,35,60.33
5/13/22,742,22,61.18
5/18/22,706,25,62.03
5/23/22,682,27,62.88
5/28/22,441,47,63.73
6/2/22,231,143,75.12
6/8/22,225,150,79.62
6/13/22,229,145,83.77
6/18/22,148,287,85.33
6/23/22,212,163,79
6/28/22,219,156,79
7/3/22,202,174,79.21
7/8/22,150,280,79.57
7/13/22,62,898,89.99
7/19/22,108,420,84.31
7/24/22,167,229,86.97
7/29/22,202,174,88.22
8/3/22,107,429,84.95
8/8/22,97,518,89.29
8/13/22,86,612,87.98
8/18/22,90,578,89.99
8/23/22,79,674,88.5
8/29/22,81,657,95.23
9/3/22,59,970,83.68
9/8/22,70,758,76.54
9/13/22,107,422,72.44
9/18/22,175,206,68.34
9/23/22,201,175,64.24
9/28/22,200,176,59.95
10/4/22,296,91,58.27
10/9/22,323,81,79
10/14/22,135,326,79
10/19/22,121,366,79
10/24/22,205,170,78.6
10/29/22,238,136,78.2
11/3/22,220,155,77.8
11/8/22,223,152,77.4
11/14/22,244,130,76.92
11/19/22,176,201,76.52
11/24/22,161,247,75.99
11/29/22,107,427,74.84
12/4/22,162,244,73.69
12/9/22,153,271,72.54
12/14/22,146,293,71.39
12/19/22,166,231,70.24
12/25/22,193,183,68.86
12/30/22,189,187,67.71
1/4/23,214,161,66.56
1/9/23,253,120,65.41
1/14/23,227,148,64.26
1/19/23,181,196,63.11
1/24/23,198,178,61.96
1/29/23,176,202,60.81
2/4/23,159,254,67.88
2/9/23,164,239,64.99
2/14/23,167,229,70.07
2/19/23,164,239,70.27
2/24/23,163,241,70.47
3/1/23,178,199,70.67
3/6/23,164,237,70.87
3/12/23,165,234,71.93
3/17/23,201,175,67
3/22/23,213,162,69.9
3/27/23,173,212,65.48
4/1/23,258,115,58.96
4/6/23,266,107,70.56
4/11/23,168,227,72.85
4/16/23,174,208,72.75
4/22/23,175,205,72.63
4/27/23,161,246,72.53
5/2/23,159,254,72.43
5/7/23,164,239,72.33
5/12/23,175,206,72.23
5/17/23,152,274,72.13
5/22/23,175,205,72.03
5/27/23,158,255,71.93
6/2/23,162,243,71.81
6/7/23,211,164,71.71
6/12/23,199,177,71.61
6/17/23,161,246,71.51
6/22/23,181,196,71.41
6/27/23,154,269,71.31
7/2/23,157,260,71.21
7/7/23,135,325,71.11
7/13/23,65,806,70.99
7/18/23,136,321,70.89
7/23/23,135,326,70.79
7/28/23,142,303,70.69
8/2/23,126,352,70.59
8/7/23,113,390,70.49
8/12/23,97,511,70.39
8/18/23,107,421,70.27
8/23/23,144,298,71.4
8/28/23,143,300,68.69
9/2/23,143,302,72.93
9/7/23,137,319,66.99
9/12/23,137,319,69.14
9/17/23,156,263,71.29
9/22/23,135,326,70.03
9/28/23,153,270,72.49
10/3/23,125,355,71.94
10/8/23,116,380,71.39
10/13/23,81,659,70.84
10/18/23,108,420,70.29
10/23/23,109,408,69.74
10/28/23,110,398,69.19
11/2/23,117,379,68.64
11/8/23,116,382,67.98
11/13/23,100,485,67.43
11/18/23,100,485,66.88
11/23/23,80,667,66.33
11/28/23,62,895,65.78
12/3/23,92,561,65.23
12/8/23,101,474,65.39
12/13/23,135,326,65.89
12/19/23,114,386,66.49
12/24/23,112,393,66.99
12/29/23,112,392,67.49
1/3/24,143,302,67.99
1/8/24,146,291,68.49
1/13/24,158,257,68.99
1/18/24,155,265,69.49
1/24/24,141,307,70.09
1/29/24,122,364,70.59
2/3/24,106,434,71.09
2/8/24,105,439,71.59
2/13/24,115,383,72.09
2/18/24,107,422,72.59
2/23/24,80,668,72.89
2/28/24,100,487,72.69
3/5/24,106,438,72.45
3/10/24,97,513,72.25
3/15/24,107,427,71.99
3/20/24,96,519,71.99
3/25/24,100,490,71.99
3/30/24,88,591,71.99
4/4/24,93,549,71.99
4/8/24,100,489,71.99
